本名,外文名,别名,字号,所处时代,国籍,毕业院校,民族,出生时间,逝世时间,职业,官职,出生地,代表作品,人物关系,简介
川端康成,かわばた，やすなり,,,,日本,东京大学,大和族,1899年6月14日,1972年4月16日,小说家,,日本大阪,《伊豆的舞女》，《雪国》，《古都》，《千只鹤》,,川端康成，日本文学界“泰斗级”人物，新感觉派作家，著名小说家。1968年以《雪国》、《古都》、《千只鹤》三部代表作获得诺贝尔文学奖，成为继泰戈尔和萨缪尔·约瑟夫·阿格农之后亚洲第三位获得诺贝尔文学奖的亚洲人。1899年6月14日生于大阪。毕业于东京大学。幼年父母双亡，其后姐姐和祖父母又陆续病故，他被称为“参加葬礼的名人”。一生多旅行，心情苦闷忧郁，逐渐形成了感伤与孤独的性格，这种内心的痛苦与悲哀成为后来川端康成的文学底色。他一生创作小说100多篇，中短篇多于长篇。作品富抒情性，追求人生升华的美，并深受佛教思想和虚无主义影响。川端康成善于用意识流写法展示人物内心世界。因写《伊豆舞女》而成名。川端康成的名字早已记录在菊池奖、艺术院奖、野间文艺奖、每日出版文化奖的花名册上。1953年被选为日本文学艺术最高的荣誉机关——艺术院的会员。1961年，日本政府即“以独自的样式和浓重的感情，描写了日本美的象征，完成了前人没有过的创造”，授予他最高的奖赏——第21届文化勋章，成为日本文化功臣。1957年，获西德政府颁发的“歌德金牌”。1960年获法国政府授予的艺术文化勋章。1972年4月16日，川端康成突然采取口含煤气管的自杀方式离开了人世，未留下只字遗书。他早在1962年就说过：“自杀而无遗书，是最好不过的了。无言的死，就是无限的活。”
夏目漱石,なつめ，そうせき,夏目金之助,,,日本,东京帝国大学英文系,大和,1867年2月9日,1916年12月9日,作家,,日本，江户，下横町,《我是猫》，《心》,,夏目漱石，本名夏目金之助，笔名漱石，取自“漱石枕流”，日本近代作家，生于江户的牛迂马场下横町一个小吏家庭，是家中末子。夏目漱石在日本近代文学史上享有很高的地位，被称为“国民大作家”。他对东西方的文化均有很高造诣，既是英文学者，又精擅俳句、汉诗和书法。写小说时他擅长运用对句、迭句、幽默的语言和新颖的形式。他对个人心理的描写精确细微，开启了后世私小说的风气之先。他的门下出了不少文人，芥川龙之介也曾受他提携。他一生坚持对明治社会的批判态度。1984年，他的头像被印在日元1000元的纸币上。。
江户川乱步,えどがわ，らんぽ,平井太郎　ひらい，たろう，ひらい，たろう,,,日本,,大和,1894年10月21日,1965年7月28日,推理小说作家,,三重县名张町,《恶魔》，《孤岛之鬼》，《月亮和手套》，《透明怪人》,,江户川乱步，本名平井太郎，1894年10月21日出生于日本三重县名张町，是日本最富盛名的推理作家、评论家，被誉为日本“侦探推理小说之父”，其笔下的侦探明智小五郎更是日本家喻户晓的人物。1923年在日本杂志《新青年》上发表受到高度评价的处女作《二钱铜币》，从此开始推理小说的创作。早在他创作生涯初期的1920年代初即把握了推理小说的本质，知晓推理小说是一种从逻辑上解开谜团的理智文学，成为日本推理小说领域的开拓者，是日本推理“本格派”的创始人，1965年7月28日逝世，享年71岁。与松本清张、横沟正史并为“日本推理文坛三大高峰”。在日本推理漫画《名侦探柯南》中，江户川柯南取用他的姓作为自己的姓。
村上春树,むらかみ，はるき,,,,日本,日本早稻田大学第一文学部演剧科,大和族,1949年1月12日,,作家,,日本关西地区的京都府,《刺杀骑士团长》，《挪威的森林》，《海边的卡夫卡》，《舞舞舞》，《1Q84》,,村上春树，日本后现代主义作家，1949年1月12日生于京都伏见区。毕业于早稻田大学第一文学部演剧科。村上春树29岁开始写作，第一部作品《且听风吟》即获得日本群像新人奖，1987年第五部长篇小说《挪威的森林》上市至2010年在日本畅销一千万册，国内简体版到2004年销售总量786万，引起“村上现象”。其作品在世界范围内具有广泛知名度，作品风格深受欧美作家的影响，基调轻盈，少有日本战后阴郁沉重的文字气息，被称作第一个纯正的“二战后时期作家”，并被誉为日本80年代的文学旗手。2017年2月24日，村上春树出版两卷本长篇小说《刺杀骑士团长》，小说上卷命名为“念头显露篇”，下卷命名为“隐喻改变篇”。该作品的中译本首印达70万册，由于预售反响不俗又进行了加印。
渡边淳一,Junichi，Watanabe,,,,日本,札幌医科大学,和人,1933年10月24日,2014年4月30日,医生，作家,,北海道,《我永远的家》，《红城堡》，《失乐园》，《女人的手》，《无影灯》，《光与影》，《钝感力》，《遥远的落日》,,渡边淳一，男，和人，日本医家、小说家，1933年10月24日出生于日本北海道砂川市，2014年4月30日逝世于日本东京都，享年80岁。被誉为日本情爱大师，作品引进中国后畅销不衰，2010年曾荣登第五届中国作家富豪榜子榜单“外国作家富豪榜”第14位，引发广泛关注。出生于日本北海道，毕业于札幌医科大学，随后任母校骨科讲师。当了10年的骨科医生后，他转而从事专业文学创作，著有50余部长篇小说及多部散文、随笔集，目前已出版了130多部作品。2014年4月30日在东京的自家住宅因前列腺癌去世，享年80岁。
东野圭吾,東野圭吾，ひがしの，けいご，Higashino，Keigo,,,,日本,大阪府立大学电气工学专业,,1958年2月4日,,作家，生产技术工程师,,日本大阪,《放学后》，《秘密》，《白夜行》，《以眨眼干杯》，《神探伽利略》，《嫌疑人X的献身》，《预知梦》,,东野圭吾，日本推理小说作家。代表作有《放学后》、《秘密》、《白夜行》、《以眨眼干杯》、《神探伽利略》、《嫌疑人X的献身》、《预知梦》、《湖畔》等。1958年2月4日出生于日本大阪。毕业于大阪府立大学电气工学专业，之后在汽车零件供应商日本电装担任生产技术工程师，并进行推理小说的创作。1985年，凭借《放学后》获得第31回江户川乱步奖，从此成为职业作家，开始专职写作。1999年《秘密》获第52届日本推理作家协会奖，2006年《嫌疑人X的献身》获134届直木奖，东野圭吾从而达成了日本推理小说史上罕见的“三冠王”。2017年4月，第11届中国作家富豪榜子榜单“外国作家富豪榜”发布，东野圭吾问鼎外国作家富豪榜首位。同年出版小说集《第十年的情人节》。
米兰·昆德拉,Milan，Kundera,,,,法国,布拉格查理大学,,1929年4月1日,,作家,,捷克斯洛伐克布尔诺,《不能承受的生命之轻》，《生活在别处》，《玩笑》,,米兰·昆德拉，小说家，出生于捷克斯洛伐克布尔诺，自1975年起，在法国定居。长篇小说《玩笑》、《生活在别处》、《告别圆舞曲》、《笑忘录》、《不能承受的生命之轻》和《不朽》，以及短篇小说集《好笑的爱》是以作者母语捷克文写成。而他的长篇小说《慢》、《身份》和《无知》，随笔集《小说的艺术》、《被背叛的遗嘱》、《帷幕》以及新作《相遇》则是以法文写成。《雅克和他的主人》系作者戏剧代表作。
斯蒂芬·茨威格,Stefan，Zweig,,,,奥地利,柏林大学,犹太,1881年11月28日,1942年2月22日,作家,,奥地利维也纳,《一个陌生女人的来信》，《心灵的焦灼》，《昨日的世界》,好友：罗曼·罗兰,斯蒂芬·茨威格，奥地利小说家、诗人、剧作家、传记作家。代表作有短篇小说《象棋的故事》、《一个陌生女人的来信》，长篇小说《心灵的焦灼》，回忆录《昨日的世界》，传记《三大师》和《一个政治性人物的肖像》。      茨威格出身富裕犹太家庭，青年时代在维也纳和柏林攻读哲学和文学，日后周游世界，结交罗曼·罗兰和弗洛伊德等人并深受影响。创作诗、小说、戏剧、文论、传记，以传记和小说成就最为著称。第一次世界大战期间从事反战工作，1934年遭纳粹驱逐，流亡英国和巴西。1942年在巴西自杀。    
弗兰兹·卡夫卡,Franz，Kafka,,,,奥匈帝国,布拉格大学,犹太人,1883年7月3日,1924年6月3日,小说家,,捷克布拉格,《审判》，《变形记》，《城堡》,,弗兰兹·卡夫卡，生活于奥匈帝国统治下的捷克德语小说家，本职为保险业职员。主要作品有小说《审判》、《城堡》、《变形记》等。卡夫卡1883年出生犹太商人家庭，18岁入布拉格大学学习文学和法律，1904年开始写作，主要作品为四部短篇小说集和三部长篇小说。可惜生前大多未发表，三部长篇也均未写完。他生活在奥匈帝国即将崩溃的时代，又深受尼采、柏格森哲学影响，对政治事件也一直抱旁观态度，故其作品大都用变形荒诞的形象和象征直觉的手法，表现被充满敌意的社会环境所包围的孤立、绝望的个人。卡夫卡与法国作家马塞尔·普鲁斯特，爱尔兰作家詹姆斯·乔伊斯并称为西方现代主义文学的先驱和大师。
拉宾德拉纳特·泰戈尔,Rabindranath，Tagore,,,,印度,,,1861年5月7日,1941年8月7日,诗人，哲学家,,印度加尔各答,《吉檀迦利》，《戈拉》，《文明的危机》,好友：莫罕达斯·卡拉姆昌德·甘地,拉宾德拉纳特·泰戈尔，印度诗人、文学家、社会活动家、哲学家和印度民族主义者。代表作有《吉檀迦利》、《飞鸟集》、《眼中沙》、《四个人》、《家庭与世界》、《园丁集》、《新月集》、《最后的诗篇》、《戈拉》、《文明的危机》等。1861年5月7日，拉宾德拉纳特·泰戈尔出生于印度加尔各答一个富有的贵族家庭，13岁即能创作长诗和颂歌体诗集。1878年赴英国留学，1880年回国专门从事文学活动。1884至1911年担任梵 社秘书，20年代创办国际大学。1913年，他以《吉檀迦利》成为第一位获得诺贝尔文学奖的亚洲人。1941年写作控诉英国殖民统治和相信祖国必将获得独立解放的遗言《文明的危机》。
纪·哈·纪伯伦,Kahlil，Gibran，جبران，خليل，جبران,卡里·纪伯伦,,,黎巴嫩,法国巴黎艺术学院,阿拉伯人,1883年1月6日,1931年4月10日,诗人，画家，作家,,黎巴嫩北部省临海圣谷贝什里,《泪与笑》，《先知》，《沙与沫》,,纪·哈·纪伯伦黎巴嫩作家、诗人、画家，是阿拉伯文学的主要奠基人，20世纪阿拉伯新文学道路的开拓者之一，被称为艺术天才、黎巴嫩文坛骄子。其主要作品有《泪与笑》《先知》《沙与沫》等，纪伯伦、鲁迅和拉宾德拉纳特·泰戈尔一样是近代东方文学走向世界的先驱。纪伯伦出身于马龙派天主教家庭。幼年未受正规学校教育。后随家庭移居美国。在美国上学时显露出艺术天赋。后兴趣转向文学，初期用阿拉伯语，后用英语进行写作。纪伯伦的文学作品受到尼采思想的影响，蕴含了丰富的社会性和东方精神，不以情节为重，旨在抒发丰富的情感。纪伯伦的绘画具有浓重的浪漫主义和象征主义色彩，在阿拉伯画坛占有独特的地位。他毕生创作了约七百幅绘画精品，其中的大部分被美国艺术博物馆和黎巴嫩纪伯伦纪念馆收藏。
乔治·奥威尔,George，Orwell,埃里克·阿瑟·布莱尔,,,英国,伊顿公学,,1903年6月25日,1950年1月21日,记者，小说家，散文家和评论家,,英属印度,《动物庄园》，《1984》,,乔治·奥威尔，英国著名小说家、记者和社会评论家。他的代表作《动物庄园》和《1984》是反极权主义的经典名著，其中《1984》是20世纪影响最大的英语小说之一。1903年生于英国殖民地的印度，童年耳闻目睹了殖民者与被殖民者之间尖锐的冲突。与绝大多数英国孩子不同，他的同情倾向悲惨的印度人民一边。少年时代，奥威尔受教育于著名的伊顿公学。后来被派到缅甸任警察，他却站在了苦役犯的一边。20世纪30年代，他参加西班牙内战，因属托洛茨基派系而遭排挤，回国后却又因被划入左派，不得不流亡法国。二战中，他在英国广播公司从事反法西斯宣传工作。1950年，死于困扰其数年的肺病，年仅47岁。乔治·奥威尔一生短暂，但其以敏锐的洞察力和犀利的文笔审视和记录着他所生活的那个时代，做出了许多超越时代的预言，被称为 “一代人的冷峻良知”。其代表作有《动物庄园》和《1984》。
普列姆昌德,,Premchand,,,,,,1880年,1936年,,,印度,《圣地的奥秘》,,普列姆昌德，印度近代作家。他在印度有“小说之王”的美誉。中国1953年开始译介其小说，已出版他的小说和文论中译本10余种。
豪尔赫·路易斯·博尔赫斯,Jorges，Luis，Borges,,,,,剑桥大学,犹太,1899年8月24日,1986年6月14日,诗人，作家，翻译家,,阿根廷,《老虎的金黄》，《小径分岔的花园》,,豪尔赫·路易斯·博尔赫斯，阿根廷诗人、小说家、散文家兼翻译家，被誉为作家中的考古学家。生于布宜诺斯艾利斯一个有英国血统的律师家庭。在日内瓦上中学，在剑桥读大学。掌握英、法、德等多国文字。 作品涵盖多个文学范畴，包括：短文、随笔小品、诗、文学评论、翻译文学。其中以拉丁文隽永的文字和深刻的哲理见长。
斯蒂芬·巴特勒·里柯克,Stephen，ButlerLeacock,,,,加拿大,多伦多大学，美国芝加哥大学,,1869年12月30日,1944年3月28日,文学，小说家，作家,,英格兰汉普郡的斯旺穆尔,《史比利金斯的爱情故事》，《我的金融生涯》，《新型食品》,,斯蒂芬·巴特勒·里柯克，1887年他作为该校成绩最优秀的学生毕业并升入了多伦多大学。在大学期间，他把全部时间用到了多种语言的学习上。他每天攻读语言达十六个小时，两耳不闻窗外事。至理名言：站在巨人肩上的侏儒，很容易以为自己比巨人更高大。
加夫列尔·加西亚·马尔克斯,Gabriel，García，Márquez,贾西亚·马奎斯,,,哥伦比亚,波哥大大学肄业,,1927年3月6日,2014年4月17日,小说家，记者,,哥伦比亚马格达雷那省阿拉卡塔卡,《百年孤独》，《霍乱时期的爱情》,儿子：罗德里格·加西亚,加夫列尔·加西亚·马尔克斯，哥伦比亚作家、记者和社会活动家，拉丁美洲魔幻现实主义文学的代表人物，20世纪最有影响力的作家之一，1982年诺贝尔文学奖得主。代表作有《百年孤独》《霍乱时期的爱情》。马尔克斯18岁考入国立波哥大大学法学系，可是作家对法律毫无兴趣。后因时局动荡，马尔克斯中途辍学，随后进入《观察家报》任记者，并逐渐走上文学创作道路。20世纪50年代中期以来，马尔克斯陆续发表了一系列中短篇小说。其中有《枯枝败叶》、《没有人给他写信的上校》、《恶时辰》、《格兰德大妈的葬礼》。1965年开始创作《百年孤独》，1967年小说出版后被誉为杰作，短时间内被翻译成多种文字并饮誉全球，奠定了作家在文坛上的地位。随后又创作了《家长的没落》和《一件事先张扬的凶杀案》等小说。1982年，马尔克斯获得了诺贝尔文学奖。获奖后，马尔克斯潜心创作，不断有新作推出，《霍乱时期的爱情》和《迷宫中的将军》等都是影响比较大的作品。
弗朗索瓦·莫里亚克,François，Mauriac,,,,法国,,,1885年10月11日,1970年9月1日,小说家，戏剧家，批评家，诗人,,法国波尔多市,《握手》，《爱的荒漠》,,弗朗索瓦·莫里亚克，法国小说家，1952年诺贝尔文学奖获得者。莫里亚克在法国波尔多出生，1905年在波尔多大学文学系毕业。他的主要作品有诗集《握手》、小说《爱的荒漠》等。
亨利克·易卜生,Henrik，Ibsen,,,,挪威,,,1828年,1906年5月23日,戏剧家，诗人,,挪威，希恩,《埃斯特罗的英格夫人》，《彼尔·，英特》，《彼尔·金特》,,亨利克·易卜生，挪威戏剧家，欧洲近代戏剧的创始人。他的作品强调个人在生活中的快乐，无视传统社会的陈腐礼仪。最著名的有诗剧《彼尔·京特》，社会悲剧《玩偶之家》、《群鬼》、《人民公敌》、《海达·加布勒》；其象征性剧作《野鸭》、《当我们死而复醒时》等反映其“精神死亡”的思想。
谢默斯·希尼,Seamus，Heaney,,,,爱尔兰,贝尔法斯特女王大学,,1939年4月13日,2013年8月30日,诗人,,爱尔兰，德里郡，毛斯邦县,《一位自然主义者之死》,,谢默斯·希尼爱尔兰诗人。生于爱尔兰北部德里郡毛斯邦县一个虔信天主教、世代务农的家庭。希尼不仅是诗人，还是一位诗学专家。1995年获得诺贝尔文学奖。他的诺贝尔奖演讲《归功于诗》也是一篇重要诗论。他还写过一个剧本。希尼把古英语史诗《贝奥武夫》译成现代英语，轰动一时。是公认的当今世界最好的英语诗人和天才的文学批评家。希尼自小接受正规的英国教育，1961年以第一名的优异成绩毕业于贝尔法斯特女王大学英文系。毕业后当过一年中学教师，同时大量阅读爱尔兰和英国的现代诗歌，从中寻找将英国文学传统和德里郡乡间生活经历结合起来的途径。1966年，以诗集《一位自然主义者之死》一举成名。1966年到1972年，希尼在母校任现代文学讲师，亲历了北爱尔兰天主教徒为争取公民权举行示威而引起的暴乱。2013年8月30日，爱尔兰诗人谢默斯·希尼逝世，终年74岁。
托马斯·哈代,Thomas，Hardy,,,,英国,伦敦大学,,1840年6月2日,1928年1月11日,作家,,英国多塞特郡,《德伯家的苔丝》，《无名的裘德》，《韦塞克斯诗集》,,托马斯·哈代，英国诗人、小说家。哈代一生共发表了近20部长篇小说，代表作有《德伯家的苔丝》、《无名的裘德》、《还乡》和《卡斯特桥市长》等。哈代1840年出生于英国多塞特郡，1862年开始进行文学创作，1878年发表小说《还乡》，1891年发表小说《德伯家的苔丝》，1896年发表小说《无名的裘德》，《无名的裘德》中因为讲述男女主角是表亲的婚恋，导致哈代受到舆论攻击，自此哈代不再写作小说。晚年主要作品有三卷诗剧《列王》。1910年，哈代获得英国文学成就奖。哈代是横跨两个世纪的作家，早期和中期的创作以小说为主，继承和发扬了维多利亚时代的文学传统；晚年以其诗歌开拓了英国20世纪的文学。哈代创作诗8集，共918首，此外，还有许多以“威塞克斯故事”为总名的中短篇小说，以及长篇史诗剧《列王》。
尼古莱·瓦西里耶维奇·果戈理,Никола́й，Васи́льевич，Гоголь-Яновский,尼古莱·瓦西里耶维奇·果戈理-亚诺夫斯基,,,沙皇俄国,波尔塔瓦省涅仁高级科学中学,,1809.04.01,1852.03.04,教师，作家,,乌克兰波尔塔瓦索罗庆采,《死魂灵》，《钦差大臣》,好友：亚历山大·谢尔盖耶维奇·普希金,尼古莱·瓦西里耶维奇·果戈理·亚诺夫斯基，笔名果戈理，俄国批判主义作家，代表作有《死魂灵》和《钦差大臣》。1809年，果戈理生于乌克兰波尔塔瓦省密尔格拉得县素罗庆采镇。孩提时期的果戈理就对戏剧产生了浓厚的兴趣。果戈理从小就把文学看做是为人类服务的高尚事业，为此曾不断试笔，但未获成功。1830年春，《祖国纪事》杂志正式发表了他的中篇小说《圣约翰节前夜》，同年5月，他同仰慕已久的普希金相识，结下了深厚的友情。这为果戈理走上文坛奠定了最初的基础。1831年至1832年间，果戈理相继出版了《狄康卡近乡夜话》第一、二部，作品给他带来巨大声誉。1835年相继出版的小说集《密尔格拉得》和《小品集》，迈出了创作的新步伐，标志着果戈理从浪漫主义向现实主义的过渡和跨越。《密尔格拉得》中包括《旧式地主》、《塔拉斯·布尔巴》、《地鬼》和《两个伊凡吵架的故事》等4部中篇小说。1835年写出的剧本《结婚》，揭示了婚姻问题上的等级观念和金钱关系。1836年正式发表的讽刺喜剧《钦差大臣》。1842年5月正式出版小说《死魂灵》。1852年，果戈理烧掉《死魂灵》第二卷的手稿，不久后去世。
凯瑟琳·曼斯菲尔德,Katherine，Manthfield,,,,英国,,,1888年10月14日,1923年1月9日,文化女权主义者，短篇小说作家,,新西兰威灵顿,《花园酒会》，《幸福》，《在海湾》,,凯瑟琳·曼斯菲尔德，短篇小说家，文化女性主义者，新西兰文学的奠基人，被誉为100多年来新西兰最有影响的作家之一。著名作品有《花园酒会》、《幸福》和《在海湾》等。她的创作指向女性的生存处境，她以独特的形式，对女权解放这个社会问题提供了文学的解救之道。
阿利盖利·但丁,Dante，Alighieri,但丁，但丁·阿利基耶里,,,意大利,,,1265年,1321年,诗人,,意大利佛罗伦萨,《神曲》，《新生》，《论俗语》，《牧歌》，《诗集》,,但丁·阿利基耶里，13世纪末意大利诗人，现代意大利语的奠基者，欧洲文艺复兴时代的开拓人物之一，以长诗《神曲》而闻名，后来一位作家叫薄伽丘将其命名为神圣的喜剧。《神曲》分为三段第一段叫“地狱”，第二段叫“炼狱”，第三段叫“天堂”留名后世。他被认为是中古时期意大利文艺复兴中最伟大的诗人，也是西方最杰出的诗人之一，最伟大的作家之一。恩格斯评价说：“封建的中世纪的终结和现代资本主义纪元的开端，是以一位大人物为标志的，这位人物就是意大利人但丁，他是中世纪的最后一位诗人，同时又是新时代的最初一位诗人”。
伊塔洛·卡尔维诺,Italo，Calvino,,,,意大利,都灵大学文学系,,1923年10月15日,1985年9月19日,作家，记者,,古巴哈瓦那,《通向蜘蛛巢的小路》，《我们的祖先》,,伊塔洛·卡尔维诺，意大利当代作家。主要作品有小说《分成两半的子爵》、《树上的男爵》、《不存在的骑士》等。卡尔维诺生于古巴哈瓦那，随父母移居意大利。毕业于都灵大学文学系，第二次世界大战中积极参加反法西斯斗争。战后开始文学创作。1947年发表第一部长篇《通向蜘蛛巢的小路》。20世纪50年代起以幻想和离奇的手法写作小说，或反映现实中人的异化，或讽刺现实的种种荒谬滑稽。《两半的子爵》是他的代表作，这部小说同后来写的《树上的男爵》和《不存在的骑士》合辑为《我们的祖先》三部曲。20世纪六、七十年代卡尔维诺创作了《看不见的城市》和《宇宙喜剧》等。他还搜集整理了《意大利童话》。1985年9月，卡尔维诺突患脑溢血在意大利佩斯卡拉逝世，终年62岁，葬在地中海岸边的卡斯提格连小镇。
玛格丽特·杜拉斯,Marguerite，Duras,玛格丽特·陶拉迪欧,,,法国,巴黎大学,,1914年4月4日,1996年3月3日,作家，导演,,法属印度支那西贡,《广岛之恋》，《情人》,,玛格丽特·杜拉斯，原名玛格丽特·陶拉迪欧，法国作家、电影编导。代表作有《广岛之恋》、《情人》等。玛格丽特·杜拉斯1914年出生于法属印度支那。十八岁时定居巴黎。自1942年开始发表小说，1950年的《抵挡太平洋的堤坝》使杜拉斯成名。这段时期的作品富有自传色彩。自1953年的《塔基尼亚的小马群》起，杜拉斯探索新的叙事语言，逐渐抹去小说情节，更强调主观感受和心理变化。1955—1965年是她创作上的高峰期，代表作有小说《如歌的中板》、《副领事》，以及剧本《广岛之恋》等。1984年发表《情人》，获当年龚古尔文学奖。
艾萨克·巴什维斯·辛格,Isaac，Bashevis，Singer,,,,美国,,犹太人,1904年7月14日,1991年5月,作家,,波兰莱昂辛,《傻瓜吉姆佩尔》，《玩笑》，《市场街的斯宾诺莎》，《撒旦在戈雷》,,艾萨克·巴什维斯·辛格，美国犹太作家，被称为20世纪“短篇小说大师”。于1978年获得诺贝尔文学奖。1904年7月14日，辛格出生于波兰莱昂辛地区。1919年，辛格15岁时，开始用希伯来语写作；1921年，辛格17岁时，又改用意第绪创作。1923年，辛格在华沙跟哥哥在报社工作。1935年，在德军占领华沙前夕辛格离开波兰移民美国，辛格在美国以当编辑和写作为生，后来在纽约的《犹太每日前进日报》担任记者和专栏作者。1943年，加入美国国籍。代表作品有《傻瓜吉姆佩尔》、《莫斯卡特一家》、《庄园》、《撒旦在戈雷》等。辛格是一位具有强烈民族使命感的作家。身为一名犹太人，辛格对于自己民族的命运和前途感到深深的忧虑，他的小说创作也处处体现了这一点。
埃乌杰尼奥·蒙塔莱,EugenioMontale,,,,意大利,,,1896年10月10日,1981年9月12日,诗人,,意大利热那亚,《乌贼骨》,,埃乌杰尼奥·蒙塔莱，意大利诗人。1896年10月12日生于热那亚，1981年9月12日卒于米兰。少年时学习声乐，酷爱文学。1917年被征召入伍。战争结束后开始诗歌创作。第一部诗集《乌贼骨》，使诗人声誉鹊起。它从大千世界中精心选取一系列富于象征意义的艺术场景，着力刻画人的内心世界瞬息间的细微感情。1938年，因拒绝加入法西斯党，被解除佛罗伦萨文学馆馆长之职。
哈里·埃德蒙·马丁逊,Harry，Edmund，Martinson,,,,瑞典,,,1904年,1978年,小说家和诗人,,瑞典南部布莱金厄省,《海风之路》，《光与暗之诗》，《草之山》，《麻花开时》,,哈里·马丁逊是一个多产的小说家和诗人，一个自学成才的工人阶级作家，是最重要的现代化指数瑞典无产阶级文学家。在1974年马丁森与艾温德·约翰逊共同获得诺贝尔文学奖。马丁森的诗的特点是语言上的创新，精密的观察，和灿烂的就业隐喻。
帕特里克·维克托·马丁代尔·怀特,Patrick，Victor，Martindale，White,,,,澳大利亚,英国剑桥皇家学院,,1912年5月28日,1990年9月30日,小说家，剧作家,,英国，伦敦,《人树》，《风暴眼》,,帕特里克·维克托·马丁代尔·怀特，澳大利亚小说家、剧作家，20世纪最重要的英文作家之一，1973年诺贝尔文学奖获得者。1912年5月28日出生于英国伦敦。他的小说可以在情节性描写和意识流间自由切换。他所创作小说是只有他自己才明白的天书，但他在小说中娴熟的运用了叙述角度自由切换及意识流等的手法，使得作品成为超越平庸，获得极大成功。评论界一致公认他是当今世界上富于才华并卓有成就的作家之一。怀特因病于1990年9月30日在悉尼市郊百岁公园寓所去世。享年78岁。
奈莉·萨克斯,Nelly，Sachs,,,,德国,,犹太,1891年12月10日,1970年5月12日,诗人，剧作家,,柏林,《伊莱》，《沙上的记号》，《圣经？旧约》,,内莉·萨克斯，德语诗人、剧作家，一八九一年十二月十日生于柏林一个富有的犹太工厂主家庭。1966年与阿格农共同获得诺贝尔文学奖。萨克斯在德国柏林出生，1940年流亡瑞典。萨克斯的戏剧创作主要有著名的戏剧选集《沙上的记号》，该选集收有14个剧本，其中诗剧《伊莱》最为诺贝尔奖评委会赏识。萨克斯在创作上，早期师承歌德和席勒的浪漫主义，希特勒当权后才转向犹太民族的传统文化，探讨《圣经·旧约》中的神秘的犹太教义。
让-保罗·萨特,Jean-Paul，Sartre,,,,法国,巴黎高等师范学校,,1905年6月21日,1980年4月15日,哲学家，文学家,,法国巴黎,《存在与虚无》,"女友：西蒙娜·德·波伏娃
对手：阿尔贝·加缪",让-保罗·萨特，法国20世纪最重要的哲学家之一，法国无神论存在主义的主要代表人物，西方社会主义最积极的倡导者之一，一生中拒绝接受任何奖项，包括1964年的诺贝尔文学奖。在战后的历次斗争中都站在正义的一边，对各种被剥夺权利者表示同情，反对冷战。他也是优秀的文学家、戏剧家、评论家和社会活动家。
乔治·塞菲里斯,George，Seferis,,,,希腊,,,1900,1971,外交家,,斯弥尔纳,《转捩点》，《神话和历史》，《航海日志》，《画眉鸟号》,,乔治·塞菲里斯希腊诗人。生于小亚细亚的斯弥尔纳城，父亲是雅典大学教授，国际法专家。
约翰·斯坦贝克,John，Steinbeck,,,,美国,斯坦福大学,,1902年2月27日,1968年12月20日,作家,,美国加利福尼亚萨利纳斯,《人鼠之间》，《愤怒的葡萄》，《月亮下去了》,,约翰·斯坦贝克，20世纪美国作家。代表作品有《人鼠之间》、《愤怒的葡萄》、《月亮下去了》、《伊甸之东》、《烦恼的冬天》等。1902年，斯坦贝克生于美国加利福尼亚。1925年，斯坦贝克曾在《纽约时报》担任记者。但是没过多久，他就对记者这种职业感到失望和厌烦。于是，他返回加州，投身到自己的创作中去。1937年发表小说《人鼠之间》，1939年出版小说《愤怒的葡萄》。1962年获得诺贝尔文学奖。1966年初，斯坦贝克作为纽约报纸《新闻日报》的战地记者前往南越。斯坦贝克返回美国后，继续在家中写作。1968年5月，他的身体开始垮下来，1968年12月21日，他因心脏病发作逝世。
圣-琼·佩斯,Saint-John，Perse,阿列克西·圣-莱热·莱热,,,法国,,,1887.05.31,1975.09.20,诗人，外交官,,法属西印度群岛瓜德罗普群岛潘-达-毕特海港,《远征》，《流亡》，《致异乡女》，《雨》，《雪，《风》，《航标》，《年代纪》,,圣-琼·佩斯原名阿列克西·圣-莱热·莱热，法国诗人，外交官。代表作品有《阿纳巴斯》《流亡》等。1887年出生于法属西印度群岛瓜德罗普群岛潘-达-毕特海港附近的一个小岛上。于1916至1921年在北京法国使馆任职，其间写出长诗《阿纳巴斯》，经翻译后引起国际文坛的瞩目。1940年移居美国。1960年由于“由于他高超的飞越与丰盈的想象，表达了一种关于目前这个时代之富于意象的沉思”获得诺贝尔文学奖。
鲍利斯·列奥尼多维奇·帕斯捷尔纳克,Борис，Леонидович，Пастернак，Boris，Leonidovich，Pasternak,,,,苏联,德国马尔堡大学,,1890年2月10日,1960年5月30日,作家，诗人,,莫斯科,《日瓦戈医生》,,鲍利斯·列奥尼多维奇·帕斯捷尔纳克，苏联作家、诗人、翻译家。1890年2月10日生于莫斯科，主要作品有诗集《云雾中的双子座星》、《生活是我的姐妹》等。1957年，发表《日瓦戈医生》，并获得1958年诺贝尔文学奖，后因受到苏联文坛的猛烈攻击，被迫拒绝诺贝尔奖。1960年5月30日，帕斯捷尔纳克在莫斯科郊外彼列杰尔金诺寓所中逝世。1982年起，苏联开始逐步为帕斯捷尔纳克恢复名誉。
