本名,外文名,别名,字号,所处时代,国籍,毕业院校,民族,出生时间,逝世时间,职业,官职,出生地,代表作品,人物关系,简介
辛弃疾,,稼轩居士，辛忠敏,原字坦夫，后改字幼安，号稼轩,南宋,,,汉族,1140年5月28日,1207年10月3日,,枢密都承旨,山东东路济南府历城县,《水龙吟·登建康赏心亭》，《永遇乐·京口北固亭怀古》，《美芹十论》,妻子：范如玉,辛弃疾，原字坦夫，后改字幼安，号稼轩，山东东路济南府历城县人。南宋豪放派词人、将领，有“词中之龙”之称。与苏轼合称“苏辛”，与李清照并称“济南二安”。辛弃疾生于金国，少年抗金归宋，曾任江西安抚使、福建安抚使等职。著有《美芹十论》、《九议》，条陈战守之策。由于与当政的主和派政见不合，后被弹劾落职，退隐山居。开禧北伐前后，相继被起用为绍兴知府、镇江知府、枢密都承旨等职。开禧三年，辛弃疾病逝，年六十八。后赠少师，谥号“忠敏”。辛弃疾一生以恢复为志，以功业自许，却命运多舛、壮志难酬。但他始终没有动摇恢复中原的信念，而是把满腔激情和对国家兴亡、民族命运的关切、忧虑，全部寄寓于词作之中。其词艺术风格多样，以豪放为主，风格沉雄豪迈又不乏细腻柔媚之处。其词题材广阔又善化用典故入词，抒写力图恢复国家统一的爱国热情，倾诉壮志难酬的悲愤，对当时执政者的屈辱求和颇多谴责；也有不少吟咏祖国河山的作品。现存词六百多首，有词集《稼轩长短句》等传世。
李清照,,,号易安居士,宋朝,,,汉族,公元1084年3月13日,约公元1155年,诗人，词人,,齐州济南,《声声慢·寻寻觅觅》，《一剪梅·红藕香残玉簟秋》，《夏日绝句》,"丈夫：赵明诚
父亲：李格非",李清照，号易安居士，汉族，齐州济南人。宋代女词人，婉约词派代表，有“千古第一才女”之称。李清照出生于书香门第，早期生活优裕，其父李格非藏书甚富，她小时候就在良好的家庭环境中打下文学基础。出嫁后与夫赵明诚共同致力于书画金石的搜集整理。金兵入据中原时，流寓南方，境遇孤苦。所作词，前期多写其悠闲生活，后期多悲叹身世，情调感伤。形式上善用白描手法，自辟途径，语言清丽。论词强调协律，崇尚典雅，提出词“别是一家”之说，反对以作诗文之法作词。能诗，留存不多，部分篇章感时咏史，情辞慷慨，与其词风不同。有《易安居士文集》《易安词》，已散佚。后人有《漱玉词》辑本。今有《李清照集校注》。
晏几道,,,字叔原，号小山,北宋,,,汉族,1038年5月29日,1110年,,,抚州临川,《小山词》,父亲：晏殊,晏几道，北宋著名词人。字叔原，号小山，抚州临川文港沙河人。晏殊第七子。历任颍昌府许田镇监、乾宁军通判、开封府判官等。性孤傲，中年家境中落。与其父晏殊合称“二晏”。词风似父而造诣过之。工于言情，其小令语言清丽，感情深挚，尤负盛名。表达情感直率。多写爱情生活，是婉约派的重要作家。有《小山词》留世。
晏殊,,晏元献,同叔,北宋,,,汉族,公元991年,公元1055年2月27日,,,抚州临川,《浣溪沙·一曲新词酒一杯》,儿子：晏几道,晏殊，字同叔，抚州临川人。北宋著名文学家、政治家。生于宋太宗淳化二年，十四岁以神童入试，赐同进士出身，命为秘书省正字，官至右谏议大夫、集贤殿学士、同平章事兼枢密使、礼部刑部尚书、观文殿大学士知永兴军、兵部尚书，宋仁宗至和二年病逝于京中，封临淄公，谥号元献，世称晏元献。晏殊以词著于文坛，尤擅小令，风格含蓄婉丽，与其子晏几道，被称为“大晏”和“小晏”，又与欧阳修并称“晏欧”；亦工诗善文，原有集，已散佚。存世有《珠玉词》、《晏元献遗文》、《类要》残本。
柳永,,柳三变，柳七，柳屯田,景庄，耆卿,北宋,,,汉族,约984年,约1053年,,,费县,《乐章集》，《雨霖铃·寒蝉凄切》,"儿子：柳涚
父亲：柳宜
哥哥：柳三复
侄子：柳淇",柳永，原名三变，字景庄，后改名柳永，字耆卿，因排行第七，又称柳七，福建崇安人，北宋著名词人，婉约派代表人物。柳永出身官宦世家，少时学习诗词，有功名用世之志。咸平五年，柳永离开家乡，流寓杭州、苏州，沉醉于听歌买笑的浪漫生活之中。大中祥符元年，柳永进京参加科举，屡试不中，遂一心填词。景祐元年，柳永暮年及第，历任睦州团练推官、余杭县令、晓峰盐碱、泗州判官等职，以屯田员外郎致仕，故世称柳屯田。柳永是第一位对宋词进行全面革新的词人， 也是两宋词坛上创用词调最多的词人。柳永大力创作慢词，将敷陈其事的赋法移植于词，同时充分运用俚词俗语，以适俗的意象、淋漓尽致的铺叙、平淡无华的白描等独特的艺术个性，对宋词的发展产生了深远影响。
姜夔,,,字尧章，号白石道人,南宋,,,汉人,1154年,1221年,文学家，音乐家,,饶州鄱阳,《白石道人诗集》，《白石道人歌曲》，《续书谱》，《绛帖平》,,姜夔 ，字尧章，号白石道人，汉族，饶州鄱阳人。南宋文学家、音乐家。他少年孤贫，屡试不第，终生未仕，一生转徙江湖，靠卖字和朋友接济为生。他多才多艺，精通音律，能自度曲，其词格律严密。其作品素以空灵含蓄著称，姜夔对诗词、散文、书法、音乐，无不精善，是继苏轼之后又一难得的艺术全才。姜夔词题材广泛，有感时、抒怀、咏物、恋情、写景、记游、节序、交游、酬赠等。他在词中抒发了自己虽然流落江湖，但不忘君国的感时伤世的思想，描写了自己漂泊的羁旅生活，抒发自己不得用世及情场失意的苦闷心情，以及超凡脱俗、飘然不群，有如孤云野鹤般的个性。姜夔晚居西湖，卒葬西马塍。有《白石道人诗集》《白石道人歌曲》《续书谱》《绛帖平》等书传世。
秦观,,淮海居士，山抹微云君,字少游，号太虚，别号邗沟居士,北宋,,,汉人,皇祐元年十二月）,元符三年八月十二日9月17日）,,太学博士，国史馆编修,淮南东路高邮,《淮海集》，《淮海居士长短句》,,秦观，江苏省高邮市人，字少游，号太虚，别号邗沟居士，学者称其淮海居士。苏轼曾戏呼其为“山抹微云君”，北宋婉约词人。官至太学博士、国史馆编修。一生坎坷，所写诗词，高古沉重，寄托身世，感人至深。他长于议论，文丽思深，兼有诗、词、文赋和书法多方面的艺术才能，尤以婉约之词驰名于世。著有《淮海集》40卷、《淮海词》3卷、《劝善录》、《逆旅集》等。为“苏门四学士”、“苏门六君子”之一。秦观是北宋文学史上的一位重要作家，被尊为婉约派一代词宗。但在秦观现存的所有作品中，词只有三卷100多首，而诗有十四卷430多首，文则达三十卷共250多篇，诗文相加，其篇幅远远超过词若干倍。
李煜,,南唐后主，李后主，词帝,字重光，号钟隐，莲峰居士,五代十国,,,汉族,937年8月15日,978年8月13日,,,金陵,《南唐二主词》,"妻子：小周后，周娥皇
父亲：李璟",李煜，南唐元宗李璟第六子，初名从嘉，字重光，号钟隐、莲峰居士，汉族，生于金陵，祖籍彭城，南唐最后一位国君。北宋建隆二年，李煜继位，尊宋为正统，岁贡以保平安。开宝四年十月，宋太祖灭南汉，李煜去除唐号，改称“江南国主”。次年，贬损仪制，撤去金陵台殿鸱吻以示尊奉宋廷。开宝八年，李煜兵败降宋，被俘至汴京，授右千牛卫上将军，封违命侯。太平兴国三年七月七日，李煜死于汴京，追赠太师，追封吴王。世称南唐后主、李后主。李煜精书法、工绘画、通音律，诗文均有一定造诣，尤以词的成就最高。李煜的词，继承了晚唐以来温庭筠、韦庄等花间派词人的传统，又受李璟、冯延巳等的影响，语言明快、形象生动、用情真挚，风格鲜明，其亡国后词作更是题材广阔，含意深沉，在晚唐五代词中别树一帜，对后世词坛影响深远。
岳飞,,岳武穆,字鹏举,南宋,,,汉族,公元1103年3月24日,公元1142年1月27日,,湖北，京西南路宣抚使兼营田大使,相州汤阴县,《满江红·写怀》，《小重山·昨夜寒蛩不住鸣》，《五岳祠盟记》,"妻子：李娃
同门：卢俊义
对手：完颜宗弼",岳飞，字鹏举，相州汤阴人。南宋时期抗金名将、军事家、战略家、民族英雄、书法家、诗人，位列南宋“中兴四将”之首。岳飞从二十岁起，曾先后四次从军。自建炎二年遇宗泽至绍兴十一年止，先后参与、指挥大小战斗数百次。金军攻打江南时，独树一帜，力主抗金，收复建康。绍兴四年，收复襄阳六郡。绍兴六年，率师北伐，顺利攻取商州、虢州等地。绍兴十年，完颜宗弼毁盟攻宋，岳飞挥师北伐，两河人民奔走相告，各地义军纷纷响应，夹击金军。岳家军先后收复郑州、洛阳等地，在郾城、颍昌大败金军，进军朱仙镇。宋高宗赵构和宰相秦桧却一意求和，以十二道“金字牌”催令班师。在宋金议和过程中，岳飞遭受秦桧、张俊等人诬陷入狱。1142年1月，以莫须有的罪名，与长子岳云、部将张宪一同遇害。宋孝宗时，平反昭雪，改葬于西湖畔栖霞岭，追谥武穆，后又追谥忠武，封鄂王。岳飞是南宋杰出的统帅，他重视人民抗金力量，缔结了“联结河朔”之谋，主张黄河以北的民间抗金义军和宋军互相配合，以收复失地；治军赏罚分明，纪律严整，又能体恤部属，以身作则，率领的“岳家军”号称“冻死不拆屋，饿死不打掳”。金军有“撼山易，撼岳家军难”的评语，以示对岳家军的由衷敬佩。岳飞的文学才华也是将帅中少有的，代表词作《满江红·写怀》，是千古传诵的爱国名篇，后人辑有文集传世。
朱熹,,朱子，文公，紫阳先生，考亭先生，沧州病叟，云谷老人,字元晦，一字仲晦，号晦庵,宋朝,,,汉族,1130年9月15日,1200年4月23日,,,南剑州尤溪,《四书章句集注》，《楚辞集注》，《晦庵词》,,朱熹，字元晦，又字仲晦，号晦庵，晚称晦翁，谥文，世称朱文公。祖籍徽州府婺源县，出生于南剑州尤溪。宋朝著名的理学家、思想家、哲学家、教育家、诗人，闽学派的代表人物，儒学集大成者，世尊称为朱子。朱熹是唯一非孔子亲传弟子而享祀孔庙，位列大成殿十二哲者中，受儒教祭祀。朱熹是“二程”的三传弟子李侗的学生，与二程合称“程朱学派”。朱熹的理学思想对元、明、清三朝影响很大，成为三朝的官方哲学，是中国教育史上继孔子后的又一人。朱熹十九岁考中进士，曾任江西南康、福建漳州知府、浙东巡抚，做官清正有为，振举书院建设。官拜焕章阁侍制兼侍讲，为宋宁宗皇帝讲学。朱熹著述甚多，有《四书章句集注》《太极图说解》《通书解说》《周易读本》《楚辞集注》，后人辑有《朱子大全》《朱子集语象》等。其中《四书章句集注》成为钦定的教科书和科举考试的标准。
文天祥,,云孙,字宋瑞，一字履善，号文山，浮休道人,南宋末期,,,汉族,1236年6月6日,1283年1月9日,,右丞相，少保,吉州庐陵,《文山诗集》，《指南录》，《指南后录》,,文天祥，初名云孙，字宋瑞，又字履善。道号浮休道人、文山。江西吉州庐陵人，南宋末政治家、文学家，爱国诗人，抗元名臣、民族英雄，与陆秀夫、张世杰并称为“宋末三杰”。宝祐四年进士第一。开庆元年，补授承事郎、签书宁海军节度判官。咸淳六年四月，任军器监、兼权直学士院，因草拟诏书有讽权相贾似道语，被罢官。德祐元年，元军沿长江东下，文天祥罄家财为军资，招勤王兵至5万人，入卫临安。旋为浙西、江东制置使兼知平江府。遣将援常州，因淮将张全见危不救而败，退守余杭。旋任右丞相兼枢密使，奉命赴元军议和，因面斥元丞相伯颜被拘留，押解北上途中逃归。五月，在福州与张世杰、礼部侍郎陆秀夫、右丞相陈宜中等拥立益王赵昰为帝，建策取海道北复江浙，为陈宜中所阻，遂赴南剑州聚兵抗元。景炎二年五月，再攻江西，终因势孤力单，败退广东。祥兴元年十二月，在五坡岭被俘。次年，元朝蒙、汉军都元帅张弘范将其押赴厓山，令招降张世杰。文天祥拒之，书《过零丁洋》诗以明志。后被解至元大都，元世祖忽必烈亲自劝降，许以中书宰相之职。文天祥大义凛然，宁死不屈。元至元十九年十二月初九，于大都就义。终年47岁。著有《文山诗集》、《指南录》、《指南后录》、《正气歌》等。
李纲,,李忠定,字伯纪，号梁溪先生,宋朝,,,汉人,公元1083年7月27日,公元1140年2月5日,,尚书左仆射兼门下侍郎,秀州华亭,《梁溪集》，《靖康传信录》，《梁溪词》,,李纲，字伯纪，号梁溪先生，常州无锡人，祖籍福建邵武。两宋之际抗金名臣，民族英雄。宋徽宗政和二年，李纲登进士第，历官至太常少卿。宋钦宗时，授兵部侍郎、尚书右丞。靖康元年金兵入侵汴京时，任京城四壁守御使，团结军民，击退金兵。但不久即被投降派所排斥。宋高宗即位初，一度起用为相，曾力图革新内政，仅七十七天即遭罢免。绍兴二年，复起用为湖南宣抚使兼知潭州，旋即又遭免职。他多次上疏陈诉抗金大计，均未被采纳。绍兴十年病逝，追赠少师。淳熙十六年，特赠陇西郡开国公，谥号“忠定”。李纲能诗文，写有不少爱国篇章。亦能词，其咏史之作，形象鲜明生动，风格沉雄劲健。著有《梁溪先生文集》、《靖康传信录》、《梁溪词》。
范仲淹,,朱说，范履霜，范文正,字希文,北宋,,,汉人,公元989年8月29日,公元1052年5月20日,,参知政事，知颍州,徐州节度掌书记官舍,《范文正公文集》，《睢阳学舍书怀》,好友：狄青,范仲淹，字希文，汉族。吴郡吴县人。北宋时期名臣，杰出的思想家、政治家、文学家。幼年丧父，母亲改嫁长山朱氏，更名朱说。大中祥符八年，进士及第，授广德军司理参军，迎母归养，改回本名，历迁兴化县令、秘阁校理、陈州通判、苏州知州等职，因秉公直言而屡遭贬斥。康定元年，与韩琦共任陕西经略安抚招讨副使，采取“屯田久守”方针，巩固西北边防。庆历三年，出任参知政事，发起“庆历新政”。新政受挫后，贬出京城，历知邠州、邓州、杭州、青州。皇祐四年，改知颍州，扶疾上任，逝世于途中，时年六十四。追赠兵部尚书、楚国公，谥号“文正”，世称范文正公。一生政绩卓著，晓畅军事，文学成就突出。倡导的“先天下之忧而忧，后天下之乐而乐”思想和仁人志士节操，对后世影响深远。著作有《范文正公文集》传于世。
皇甫松,,子奇,,唐,中国,,汉族,,,诗人,,睦州新安,《采莲子二首》，《怨回纥歌》，《浪淘沙二首》,,皇甫松，字子奇，自号檀栾子，睦州新安人。他是工部侍郎皇甫湜之子，宰相牛僧孺之外甥。《新唐书·艺文志》著录皇甫松《醉乡日月》3卷。其词今存20余首，见于《花间集》、《唐五代词》。事迹见《历代诗馀》。 今有王国维辑《檀栾子词》一卷。
周邦彦,,,字美成，号清真居士,北宋,,,汉族,1057年,1121年,词人，文学家，音乐家,,钱塘,《兰陵王·柳》，《瑞龙吟·章台路》，《满庭芳·风老莺雏》,妻子：李师师,周邦彦字美成，号清真居士，钱塘人，北宋著名词人。少年时期个性比较疏散，但相当喜欢读书。宋神宗赵顼元丰初，在汴京为太学生，写了一篇《汴都赋》，描述当时汴京盛况，歌颂了新法，受到赵顼的赏识，被提拔为太学正。以后十馀年间，在外飘流，作过庐州教授、溧水县令等。宋哲宗赵煦绍圣三年以后，又回到汴京，作过国子监主簿、校书郎等官。宋徽宗赵佶时，提举大晟府，负责谱制词曲，供奉朝廷。又外调顺昌府、处州等地。后死于南京应天府。周邦彦精通音律，曾创作不少新词调。作品多写闺情、羁旅，也有咏物之作。格律谨严，语言曲丽精雅，长调尤善铺叙。为后来格律词派词人所宗。作品在婉约词人中长期被尊为“正宗”。旧时词论称他为“词家之冠”或“词中老杜”，是公认“负一代词名”的词人，在宋代影响甚大。有《清真居士集》，已佚，今存《片玉集》。
魏承班,,,,五代,,,汉族,不详,公元925年,,,五代许州地区,《花间集》,,约公元930年前后在世字、里、生年不详死于925年五代时许州人，约后唐明宗长兴初前后在世，据当代学者考证，死于前蜀败亡之际。父魏宏夫，为蜀王建养子，赐姓名王宗弼，封齐王。承班为驸马都尉，官至太尉。国亡，与其父同时被杀。承班工词，艳丽似温庭筠，今存二十一首。 元遗山曰：魏承班词，俱为言情之作。大旨明净，不更苦心刻意以竞胜者。
贺铸,,贺鬼头，贺梅子,字方回，号庆湖遗老,北宋,,,汉族,公元1052年,公元1125年,,,卫州,《青玉案·横塘路》，《鹧鸪天·重过阊门万事非》,,贺铸，北宋词人，字方回，又名贺三愁，人称贺梅子，自号庆湖遗老。汉族，祖籍山阴，出生于卫州。出身贵族，宋太祖贺皇后族孙，所娶亦宗室之女。自称远祖本居山阴，是唐·贺知章后裔，以知章居庆湖，故自号庆湖遗老。贺铸长身耸目，面色铁青，人称贺鬼头，曾任右班殿直，元佑中曾任泗州、太平州通判。晚年退居苏州，杜门校书。不附权贵，喜论天下事。能诗文，尤长于词。其词内容、风格较为丰富多样，兼有豪放、婉约二派之长，长于锤炼语言并善融化前人成句。用韵特严，富有节奏感和音乐美。部分描绘春花秋月之作，意境高旷，语言浓丽哀婉，近秦观、晏几道。其爱国忧时之作，悲壮激昂，又近苏轼。南宋爱国词人辛弃疾等对其词均有续作，足见其影响。
张先,,张三中，张子野，张三影，张安陆,字子野,北宋,,,汉族,990年,1078年,,,乌程,《天仙子·水调数声持酒听》，《千秋岁·数声鶗鴂》,,张先，字子野，乌程人。北宋词人。婉约派代表人物。天圣八年进士。历任宿州掾、吴江知县、嘉禾判官。皇祐二年，晏殊知永兴军，辟为通判。后以屯田员外郎知渝州，又知虢州。以尝知安陆，故人称“张安陆”。治平元年以尚书都官郎中致仕，元丰元年病逝，年八十八岁。张先“能诗及乐府，至老不衰”。其词内容大多反映士大夫的诗酒生活和男女之情，对都市社会生活也有所反映，语言工巧。
张炎,,,字叔夏，号玉田，又号乐笑翁,南宋,,,汉人,公元1248年,约公元1320年,,,临安,《山中白云词》，《词源》,,张炎，字叔夏，号玉田，又号乐笑翁。临安人，祖籍秦州成纪，南宋著名词人。张俊六世孙。祖父张濡，父亲张枢，皆能词善音律。张炎前半生富贵无忧。1276年元兵攻破临安，南宋覆灭，张炎祖父张濡被元人磔杀，家财被抄没。此后，家道中落，贫难自给，曾北游燕赵谋官，失意南归，长期寓居临安，落魄而终。著有《山中白云词》，存词302首。概述图参考资料：“张炎像”
朱淑真,,朱淑贞,号幽栖居士,南宋,,,汉族,约1135年,约1180年,词人，诗人,,浙江海宁,《断肠诗集》，《断肠词》,,朱淑真，号幽栖居士，南宋著名女词人，是唐宋以来留存作品最丰盛的女作家之一。浙江海宁路仲人，祖籍歙州。与李清照齐名。生于仕宦之家。幼警慧、善读书，但一生爱情郁郁不得志。丈夫是文法小吏，因志趣不合，夫妻不和睦，最终因抑郁早逝。又传淑真过世后，父母将其生前文稿付之一炬。其余生平不可考，素无定论。现存《断肠诗集》、《断肠词》传世，是劫后余篇。
李之仪,,姑溪老农，姑溪老农,端叔,,中国，北宋,,汉族,1048,1117,朝请大夫,,山东庆云无棣一带,《卜算子》，《姑溪居士前集》，《姑溪词》,,李之仪(1048～1117）北宋词人。字端叔，自号姑溪居士、姑溪老农。汉族，沧州无棣人。哲宗元祐初为枢密院编修官，通判原州。元祐末从苏轼于定州幕府，朝夕倡酬。元符中监内香药库，御史石豫参劾他曾为苏轼幕僚，不可以任京官，被停职。徽宗崇宁初提举河东常平。后因得罪权贵蔡京，除名编管太平州，后遇赦复官，晚年卜居当涂。著有《姑溪词》一卷、《姑溪居士前集》五十卷和《姑溪题跋》二卷。
冯延巳,,冯延己，冯延嗣，冯正中,,,南唐,,汉族,903年,960年,宰相，词人,,广陵,《阳春集》,,冯延巳 ，又作冯延己、冯延嗣，字正中，五代江都府人。五代十国时南唐著名词人、大臣，仕于南唐烈祖、中主二朝，三度入相，官终太子太傅，卒谥忠肃。他的词多写闲情逸致，文人的气息很浓，对北宋初期的词人有比较大的影响。宋初《钓矶立谈》评其“学问渊博，文章颖发，辩说纵横”，有词集《阳春集》传世。
陈与义,,诗俊,字去非，号简斋,宋,,,汉,1090年,1138年,,,洛阳,《简斋集》,,陈与义，字去非，号简斋，汉族，其先祖居京兆，自曾祖陈希亮从眉州迁居洛阳，故为洛人。他生于宋哲宗元祐五年，卒于南宋宋高宗绍兴八年。北宋末、南宋初年的杰出诗人，同时也工于填词。其词存于今者虽仅十余首，却别具风格，尤近于苏东坡，语意超绝，笔力横空，疏朗明快，自然浑成，著有《简斋集》。
朱敦儒,,伊水老人,希真,,宋朝,,,公元1081年,公元1159年,兵部郎中,,洛阳,《岩壑老人诗文》，《太平樵歌》,,朱敦儒 ，字希真，洛阳人。历兵部郎中、临安府通判、秘书郎、都官员外郎、两浙东路提点刑狱，致仕，居嘉禾。绍兴二十九年卒。有词三卷，名《樵歌》。朱敦儒获得“词俊”之名，与“诗俊”陈与义等并称为“洛中八俊” 朱敦儒著有《岩壑老人诗文》，已佚；今有词集《樵歌》，也称《太平樵歌》，《宋史》卷四四五有传。今录诗九首。
刘辰翁,,,字会孟，别号须溪,,南宋,白鹭洲书院,汉族,1233年2月4日,1297年2月12日,词人,,江西吉安,《永遇乐·璧月初晴》，《兰陵王·丙子送春》,,刘辰翁，字会孟，别号须溪。庐陵灌溪人。南宋末年著名的爱国词人。 景定三年登进士第。他一生致力于文学创作和文学批评活动，为后人留下了可贵的丰厚文化遗产。风格取法苏辛而又自成一体，豪放沉郁而不求藻饰，真挚动人，力透纸背。作词数量位居宋朝第三，仅次于辛弃疾、苏轼。代表作品《兰陵王·丙子送春》《永遇乐·璧月初晴》等。遗著由子刘将孙编为《须溪先生全集》，《宋史·艺文志》著录为一百卷，已佚。
张泌,,,子澄,唐末五代,,,,,,,,安徽淮南,,,张泌，《全唐诗》作曰字子澄，安徽淮南人。五代后蜀词人。是花间派的代表人物之一。其词用字工炼，章法巧妙，描绘细腻，用语流便。
吴文英,,词中李商隐，吴梦窗,字君特，号梦窗，晚年号觉翁,南宋,,,汉族,不详,不详,,,四明,《风入松·听风听雨过清明》，《唐多令·惜别》,,吴文英，字君特，号梦窗，晚年又号觉翁，四明人。原出翁姓，后出嗣吴氏。《宋史》无传。一生未第，游幕终身。于苏、杭、越三地居留最久。并以苏州为中心，北上到过淮安、镇江，苏杭道中又历经吴江垂虹亭、无锡惠山，及茹霅二溪。游踪所至，每有题咏。晚年一度客居越州，先后为浙东安抚使吴潜及嗣荣王赵与芮门下客，后“困踬以死”。有《梦窗词集》一部，存词三百四十余首，分四卷本与一卷本。其词作数量丰沃，风格雅致，多酬答、伤时与忆悼之作，号“词中李商隐”。而后世品评却甚有争论。概述图参考资料：“吴文英 画像”
史达祖,Shi，Dazu,梅溪,,,南宋,,汉族,1163年,1220年,词人，幕僚,,河南省开封,《双双燕·咏燕》，《绮罗香·咏春雨》，《东风第一枝·咏春雪》,,史达祖，字邦卿，号梅溪，汴人，南宋婉约派重要词人，风格工巧，推动宋词走向基本定型。一生未中第，早年任过幕僚。韩侂胄当国时，他是最亲信的堂吏，负责撰拟文书。韩北伐失败后，受黥刑，死于困顿。史达祖的词以咏物为长，其中不乏身世之感。他还在宁宗朝北行使金，这一部分的北行词，充满了沉痛的家国之感。今传有《梅溪词》。存词112首。代表作《双双燕·咏燕》，风格工巧绮丽，让人看出在一个饱受折磨的外表之下是一个灵动轻盈的灵魂。
王沂孙,,碧山,字圣与，又字咏道，号碧山，又号中仙,南宋,,,汉族,,,,,会稽,《天香·龙涎香》，《齐天乐·蝉》，《高阳台·和周草窗寄越中诸友韵》,,王沂孙，生卒年不详，字圣与，又字咏道，号碧山，又号中仙，因家住玉笥山，故又号玉笥山人，南宋会稽人，大约生活在1230年至1291年之间，曾任庆元路学正。王沂孙工词，风格接近周邦彦，含蓄深婉，如《花犯·苔梅》之类。其清峭处，又颇似姜夔，张炎说他“琢语峭拔，有白石意度”。尤以咏物为工，如《齐天乐·蝉》、《水龙吟·白莲》等，皆善于体会物象以寄托感慨。其词章法缜密，在宋末格律派词人中是一位有显著艺术个性的词家，与周密、张炎、蒋捷并称“宋末词坛四大家”。词集《碧山乐府》，一称《花外集》，收词60余首。主要词作有《天香·龙涎香》、《齐天乐·蝉》、《高阳台·和周草窗寄越中诸友韵》、《眉妩·新月》、《长亭怨慢·重过中庵故园》、《法曲献仙音·聚景亭梅次草窗韵》
万俟咏,,词隐，大梁词隐,雅言,,中国,,,,,南宋初词人,,,《三台清明应制》，《昭君怨》,,万俟咏，北宋末南宋初词人。字雅言，自号词隐、大梁词隐。籍贯与生卒年均不详。哲宗元佑时已以诗赋见称于时。据王灼《碧鸡漫志》卷2记载：“元佑时诗赋老手”。但屡试不第，于是绝意仕进，纵情歌酒。自号“大梁词隐”。徽宗政和初年，召试补官，授大晟府制撰。绍兴五年补任下州文学。善工音律，能自度新声。词学柳永，存词27首。
吕本中,,东莱先生,字居仁,北宋,,,汉族,1084年,1145年,,,寿州,《春秋集解》，《紫微诗话》，《东莱先生诗集》,,吕本中，字居仁，世称东莱先生，祖籍莱州，寿州人。仁宗朝宰相吕夷简玄孙，哲宗元祐年间宰相吕公著曾孙，荥阳先生吕希哲孙，南宋东莱郡侯吕好问子。宋代诗人、词人、道学家。
王观,,,字通叟，自号逐客,北宋,,,汉族,1035年,1100年,词人,大理寺丞，江都知县，翰林学士,如皋,《冠神集》，《扬州赋》，《卜算子·送鲍浩然之浙东》,,王观，字通叟，如皋人，宋代词人，与高邮的秦观并称二观。王安石为开封府试官时，科举及第。宋仁宗嘉佑二年考中进士。后历任大理寺丞、江都知县等，相传曾奉诏作《清平乐》一首，描写宫廷生活。高太后对王安石等变法不满，认为王观属于王安石门生，就以《清平乐》亵渎了宋神宗为名，第二天便将王观罢职。王观于是自号“逐客”，从此以一介平民生活。王观代表作有《卜算子·送鲍浩然之浙东》、《临江仙·离杯》、《高阳台》等，其中《卜算子》一词以水喻眼波，以山指眉峰；设喻巧妙，又语带双关，写得妙趣横生，堪称杰作。《红芍药》词写人生短暂，从而提出人生应追欢及早，写法亦颇有特色。
周紫芝,,,字少隐，号竹坡居士,南宋,,,汉族,1082,1155,,,安徽宣城,《竹坡词》,,周紫芝，字少隐，号竹坡居士，宣城人，南宋文学家。宋高宗绍兴十二年，中进士。十五年，为礼、兵部架阁文字。十七年，为右迪功郎敕令所删定官，历任枢密院编修官、右司员外郎。二十一年，出知兴国军，后退隐庐山。交游人物主要有李之仪、吕好问、吕本中、葛立方以及秦桧等，曾向秦桧父子献谀诗。约卒于绍兴末年。著有《太仓稊米集》、《竹坡诗话》、《竹坡词》。儿子周畴。
胡铨,,胡忠简,字邦衡，号澹庵,宋朝,,,汉族,1102年,1180年,,资政殿学士，朝议大夫,吉州庐陵,《澹庵词》，《胡澹庵先生文集》,,胡铨，字邦衡，号澹庵。吉州庐陵芗城人。南宋名臣、文学家，庐陵“五忠一节”之一，与李纲、赵鼎、李光并称“南宋四名臣”。建炎二年，胡铨登进士第。初授抚州军事判官，他招募乡丁，助官军捍御金军。后除枢密院编修官。绍兴八年，秦桧主和，胡铨抗疏力斥，乞斩秦桧与参政孙近、使臣王伦，声振朝野。但遭除名，编管昭州，移谪吉阳军。秦桧死后，内移衡州。宋孝宗即位，复任奉议郎，知饶州。历国史院编修官、兵部侍郎，晚年以资政殿学士致仕。淳熙七年，胡铨去世，追赠通议大夫，谥号“忠简”。著有《澹庵集》等传世。概述内图片来源：
黄公度,,师宪，知稼翁,,,中国,绍兴八年进士第一,汉,1109,1156,尚书考功员外郎兼金部员外郎，诗人，文学家,,福建莆田,《知稼翁集》，《知稼翁词》,,黄公度字师宪，号知稼翁，莆田人。绍兴八年进士第一，签书平海军节度判官。后被秦桧诬陷，罢归。除秘书省正字，罢为主管台州崇道观。十九年，差通判肇庆府，摄知南恩州。桧死复起，仕至尚书考功员外郎兼金部员外郎，卒年四十八，著有《知稼翁集》十一卷，《知稼翁词》一卷。
潘阆,,,梦空,宋代,,,,1009,1009,,,,,,潘阆宋初著名隐士、文人。字梦空，一说字逍遥，号逍遥子，大名人，一说扬州人。性格疏狂，曾两次坐事亡命。真宗时释其罪，任滁州参军。有诗名，风格类孟郊、贾岛，亦工词，今仅存《酒泉子》十首。
